2020/10/29,15:30:06,Nmcu-N_b3-Tem-Press-Lig,,25.59,,1023.01,-2,,,
2020/10/29,15:40:05,Nmcu-N_b3-Tem-Press-Lig,,25.99,,1023.15,-2,,,
2020/10/29,16:00:06,Nmcu-N_b3-Tem-Press-Lig,,25.36,,1023.29,110.83,,,
2020/10/29,16:10:06,Nmcu-N_b3-Tem-Press-Lig,,25.04,,1023.34,125,,,
2020/10/29,16:20:05,Nmcu-N_b3-Tem-Press-Lig,,24.72,,1023.3,110.83,,,
2020/10/29,16:20:07,Nmcu-N_b3-Tem-Press-Lig,,24.71,,1023.28,100,,,
2020/10/29,16:30:06,Nmcu-N_b3-Tem-Press-Lig,,24.31,,1023.41,100,,,
2020/10/29,16:40:06,Nmcu-N_b3-Tem-Press-Lig,,24.77,,1023.39,73.33,,,
2020/10/29,16:50:06,Nmcu-N_b3-Tem-Press-Lig,,24.81,,1023.46,38.33,,,
2020/10/29,16:50:09,Nmcu-N_b3-Tem-Press-Lig,,24.81,,1023.52,40.83,,,
2020/10/29,17:00:05,Nmcu-N_b3-Tem-Press-Lig,,24.75,,1023.44,40.83,,,
2020/10/29,17:10:05,Nmcu-N_b3-Tem-Press-Lig,,24.76,,1023.55,25,,,
2020/10/29,17:10:06,Nmcu-N_b3-Tem-Press-Lig,,24.76,,1023.55,45,,,
2020/10/29,17:20:05,Nmcu-N_b3-Tem-Press-Lig,,24.69,,1023.7,45,,,
2020/10/29,17:20:07,Nmcu-N_b3-Tem-Press-Lig,,24.69,,1023.69,39.17,,,
2020/10/29,17:30:06,Nmcu-N_b3-Tem-Press-Lig,,24.74,,1023.83,39.17,,,
2020/10/29,17:40:06,Nmcu-N_b3-Tem-Press-Lig,,24.52,,1023.97,38.33,,,
2020/10/29,17:40:07,Nmcu-N_b3-Tem-Press-Lig,,24.5,,1023.95,38.33,,,
2020/10/29,17:50:05,Nmcu-N_b3-Tem-Press-Lig,,24.32,,1023.94,38.33,,,
2020/10/29,17:50:08,Nmcu-N_b3-Tem-Press-Lig,,24.33,,1023.94,38.33,,,
2020/10/29,18:00:08,Nmcu-N_b3-Tem-Press-Lig,,24.59,,1024,38.33,,,
2020/10/29,18:10:06,Nmcu-N_b3-Tem-Press-Lig,,24.67,,1024.03,38.33,,,
2020/10/29,18:10:07,Nmcu-N_b3-Tem-Press-Lig,,24.67,,1024.01,38.33,,,
2020/10/29,18:20:05,Nmcu-N_b3-Tem-Press-Lig,,24.47,,1024.03,38.33,,,
2020/10/29,18:20:07,Nmcu-N_b3-Tem-Press-Lig,,24.47,,1024.08,38.33,,,
2020/10/29,18:30:08,Nmcu-N_b3-Tem-Press-Lig,,24.72,,1024.04,38.33,,,
2020/10/29,18:40:06,Nmcu-N_b3-Tem-Press-Lig,,24.66,,1024.13,37.5,,,
2020/10/29,18:40:09,Nmcu-N_b3-Tem-Press-Lig,,24.66,,1024.14,38.33,,,
2020/10/29,18:50:06,Nmcu-N_b3-Tem-Press-Lig,,0,,0,-2,,,
2020/10/29,18:50:08,Nmcu-N_b3-Tem-Press-Lig,,24.54,,1024.27,38.33,,,
2020/10/29,18:50:10,Nmcu-N_b3-Tem-Press-Lig,,24.54,,1024.27,37.5,,,
2020/10/29,19:00:09,Nmcu-N_b3-Tem-Press-Lig,,24.43,,1024.32,38.33,,,
2020/10/29,19:10:06,Nmcu-N_b3-Tem-Press-Lig,,24.43,,1024.41,37.5,,,
2020/10/29,19:20:04,Nmcu-N_b3-Tem-Press-Lig,,24.43,,1024.46,39.17,,,
2020/10/29,19:20:07,Nmcu-N_b3-Tem-Press-Lig,,24.42,,1024.48,39.17,,,
2020/10/29,19:30:07,Nmcu-N_b3-Tem-Press-Lig,,24.47,,1024.47,39.17,,,
2020/10/29,19:40:06,Nmcu-N_b3-Tem-Press-Lig,,24.5,,1024.54,39.17,,,
2020/10/29,19:50:04,Nmcu-N_b3-Tem-Press-Lig,,24.47,,1024.52,39.17,,,
2020/10/29,19:50:07,Nmcu-N_b3-Tem-Press-Lig,,24.46,,1024.53,38.33,,,
2020/10/29,20:00:04,Nmcu-N_b3-Tem-Press-Lig,,0,,0,-2,,,
2020/10/29,20:00:05,Nmcu-N_b3-Tem-Press-Lig,,0,,0,-2,,,
2020/10/29,20:00:06,Nmcu-N_b3-Tem-Press-Lig,,24.59,,1024.61,39.17,,,
2020/10/29,20:10:05,Nmcu-N_b3-Tem-Press-Lig,,0,,0,-2,,,
2020/10/29,20:10:07,Nmcu-N_b3-Tem-Press-Lig,,24.49,,1024.6,38.33,,,
2020/10/29,20:10:09,Nmcu-N_b3-Tem-Press-Lig,,0,,0,-2,,,
2020/10/29,20:10:10,Nmcu-N_b3-Tem-Press-Lig,,24.5,,1024.64,39.17,,,
2020/10/29,20:20:07,Nmcu-N_b3-Tem-Press-Lig,,24.49,,1024.61,39.17,,,
2020/10/29,20:30:06,Nmcu-N_b3-Tem-Press-Lig,,24.33,,1024.75,40,,,
2020/10/29,20:30:08,Nmcu-N_b3-Tem-Press-Lig,,24.31,,1024.74,39.17,,,
2020/10/29,20:40:07,Nmcu-N_b3-Tem-Press-Lig,,24.3,,1024.73,39.17,,,
2020/10/29,20:50:06,Nmcu-N_b3-Tem-Press-Lig,,24.51,,1024.74,40,,,
2020/10/29,20:50:09,Nmcu-N_b3-Tem-Press-Lig,,24.52,,1024.73,40,,,
2020/10/29,21:00:07,Nmcu-N_b3-Tem-Press-Lig,,24.53,,1024.7,40,,,
2020/10/29,21:00:12,Nmcu-N_b3-Tem-Press-Lig,,24.55,,1024.72,38.33,,,
2020/10/29,21:10:06,Nmcu-N_b3-Tem-Press-Lig,,24.63,,1024.78,40,,,
2020/10/29,21:10:09,Nmcu-N_b3-Tem-Press-Lig,,24.64,,1024.75,39.17,,,
2020/10/29,21:20:05,Nmcu-N_b3-Tem-Press-Lig,,24.59,,1024.86,39.17,,,
2020/10/29,21:20:07,Nmcu-N_b3-Tem-Press-Lig,,24.58,,1024.83,38.33,,,
2020/10/29,21:30:06,Nmcu-N_b3-Tem-Press-Lig,,24.45,,1024.99,39.17,,,
2020/10/29,21:30:11,Nmcu-N_b3-Tem-Press-Lig,,24.44,,1024.96,39.17,,,
2020/10/29,21:40:05,Nmcu-N_b3-Tem-Press-Lig,,24.54,,1025.01,38.33,,,
2020/10/29,21:40:08,Nmcu-N_b3-Tem-Press-Lig,,24.55,,1025,38.33,,,
2020/10/29,21:50:07,Nmcu-N_b3-Tem-Press-Lig,,24.58,,1024.97,38.33,,,
2020/10/29,22:00:05,Nmcu-N_b3-Tem-Press-Lig,,24.79,,1024.97,37.5,,,
2020/10/29,22:00:07,Nmcu-N_b3-Tem-Press-Lig,,24.78,,1024.99,37.5,,,
2020/10/29,22:10:08,Nmcu-N_b3-Tem-Press-Lig,,24.85,,1025.05,37.5,,,
2020/10/29,22:20:05,Nmcu-N_b3-Tem-Press-Lig,,24.76,,1025.11,37.5,,,
2020/10/29,22:20:07,Nmcu-N_b3-Tem-Press-Lig,,24.75,,1025.1,37.5,,,
2020/10/29,22:30:07,Nmcu-N_b3-Tem-Press-Lig,,24.66,,1025.08,37.5,,,
2020/10/29,22:40:05,Nmcu-N_b3-Tem-Press-Lig,,24.52,,1025.13,37.5,,,
2020/10/29,22:40:07,Nmcu-N_b3-Tem-Press-Lig,,24.53,,1025.13,37.5,,,
2020/10/29,23:00:06,Nmcu-N_b3-Tem-Press-Lig,,25.2,,1024.98,37.5,,,
2020/10/29,23:10:06,Nmcu-N_b3-Tem-Press-Lig,,25,,1024.95,25.83,,,
2020/10/29,23:20:07,Nmcu-N_b3-Tem-Press-Lig,,24.7,,1024.9,25,,,
2020/10/29,23:30:05,Nmcu-N_b3-Tem-Press-Lig,,24.71,,1024.93,25.83,,,
2020/10/29,23:30:10,Nmcu-N_b3-Tem-Press-Lig,,24.71,,1024.92,25,,,
2020/10/29,23:40:06,Nmcu-N_b3-Tem-Press-Lig,,24.66,,1024.83,25,,,
2020/10/29,23:50:05,Nmcu-N_b3-Tem-Press-Lig,,24.49,,1024.86,25,,,
2020/10/30,0:00:05,Nmcu-N_b3-Tem-Press-Lig,,24.11,,1024.82,25,,,
2020/10/30,0:00:07,Nmcu-N_b3-Tem-Press-Lig,,24.13,,1024.89,25,,,
2020/10/30,0:10:06,Nmcu-N_b3-Tem-Press-Lig,,23.88,,1024.88,25,,,
2020/10/30,0:20:05,Nmcu-N_b3-Tem-Press-Lig,,23.85,,1024.97,25,,,
2020/10/30,0:30:05,Nmcu-N_b3-Tem-Press-Lig,,23.9,,1025,25,,,
2020/10/30,0:30:08,Nmcu-N_b3-Tem-Press-Lig,,23.89,,1024.99,25,,,
2020/10/30,0:40:06,Nmcu-N_b3-Tem-Press-Lig,,24.07,,1025.05,25,,,
2020/10/30,0:50:06,Nmcu-N_b3-Tem-Press-Lig,,26.24,,1025.1,25,,,
2020/10/30,0:50:07,Nmcu-N_b3-Tem-Press-Lig,,26.25,,1025.12,25,,,
2020/10/30,1:00:05,Nmcu-N_b3-Tem-Press-Lig,,27.57,,1025.2,25,,,
2020/10/30,1:00:06,Nmcu-N_b3-Tem-Press-Lig,,27.57,,1025.21,25,,,
2020/10/30,1:10:08,Nmcu-N_b3-Tem-Press-Lig,,28.88,,1025.23,25,,,
2020/10/30,1:20:05,Nmcu-N_b3-Tem-Press-Lig,,29.6,,1025.18,32.5,,,
2020/10/30,1:30:05,Nmcu-N_b3-Tem-Press-Lig,,27.84,,1025.17,32.5,,,
2020/10/30,1:30:08,Nmcu-N_b3-Tem-Press-Lig,,27.83,,1025.17,7.5,,,
2020/10/30,1:40:06,Nmcu-N_b3-Tem-Press-Lig,,27.83,,1025.16,7.5,,,
2020/10/30,1:40:07,Nmcu-N_b3-Tem-Press-Lig,,27.81,,1025.13,8.33,,,
2020/10/30,1:50:07,Nmcu-N_b3-Tem-Press-Lig,,28.54,,1025.03,8.33,,,
2020/10/30,2:00:05,Nmcu-N_b3-Tem-Press-Lig,,28.42,,1024.97,8.33,,,
2020/10/30,2:10:05,Nmcu-N_b3-Tem-Press-Lig,,28.66,,1024.94,8.33,,,
2020/10/30,2:10:06,Nmcu-N_b3-Tem-Press-Lig,,28.61,,1024.87,8.33,,,
2020/10/30,2:20:07,Nmcu-N_b3-Tem-Press-Lig,,28.79,,1024.94,7.5,,,
2020/10/30,2:30:05,Nmcu-N_b3-Tem-Press-Lig,,29.14,,1024.82,8.33,,,
2020/10/30,2:30:07,Nmcu-N_b3-Tem-Press-Lig,,29.14,,1024.87,8.33,,,
2020/10/30,2:40:06,Nmcu-N_b3-Tem-Press-Lig,,29.34,,1024.82,8.33,,,
2020/10/30,2:40:07,Nmcu-N_b3-Tem-Press-Lig,,29.34,,1024.85,8.33,,,
2020/10/30,2:50:06,Nmcu-N_b3-Tem-Press-Lig,,28.9,,1024.71,8.33,,,
2020/10/30,3:00:06,Nmcu-N_b3-Tem-Press-Lig,,29.42,,1024.7,8.33,,,
2020/10/30,3:00:07,Nmcu-N_b3-Tem-Press-Lig,,29.4,,1024.68,8.33,,,
2020/10/30,3:10:05,Nmcu-N_b3-Tem-Press-Lig,,30.03,,1024.72,7.5,,,
2020/10/30,3:10:06,Nmcu-N_b3-Tem-Press-Lig,,30.03,,1024.69,8.33,,,
2020/10/30,3:20:05,Nmcu-N_b3-Tem-Press-Lig,,30.22,,1024.72,8.33,,,
2020/10/30,3:20:07,Nmcu-N_b3-Tem-Press-Lig,,30.23,,1024.69,7.5,,,
2020/10/30,3:30:06,Nmcu-N_b3-Tem-Press-Lig,,30.43,,1024.69,8.33,,,
2020/10/30,3:40:05,Nmcu-N_b3-Tem-Press-Lig,,30.02,,1024.73,8.33,,,
2020/10/30,3:40:08,Nmcu-N_b3-Tem-Press-Lig,,30,,1024.72,8.33,,,
2020/10/30,3:50:04,Nmcu-N_b3-Tem-Press-Lig,,30.63,,1024.77,8.33,,,
2020/10/30,3:50:07,Nmcu-N_b3-Tem-Press-Lig,,30.65,,1024.8,8.33,,,
2020/10/30,4:00:06,Nmcu-N_b3-Tem-Press-Lig,,31.02,,1024.81,8.33,,,
2020/10/30,4:10:05,Nmcu-N_b3-Tem-Press-Lig,,30.52,,1024.92,8.33,,,
2020/10/30,4:10:07,Nmcu-N_b3-Tem-Press-Lig,,30.51,,1024.91,7.5,,,
2020/10/30,4:20:04,Nmcu-N_b3-Tem-Press-Lig,,28.93,,1024.93,7.5,,,
2020/10/30,4:20:07,Nmcu-N_b3-Tem-Press-Lig,,28.92,,1024.94,7.5,,,
2020/10/30,4:30:07,Nmcu-N_b3-Tem-Press-Lig,,28.25,,1024.95,7.5,,,
2020/10/30,4:40:05,Nmcu-N_b3-Tem-Press-Lig,,28.52,,1025.06,7.5,,,
2020/10/30,4:40:07,Nmcu-N_b3-Tem-Press-Lig,,28.49,,1025.09,7.5,,,
2020/10/30,4:50:05,Nmcu-N_b3-Tem-Press-Lig,,30.01,,1025.25,7.5,,,
2020/10/30,4:50:07,Nmcu-N_b3-Tem-Press-Lig,,30,,1025.27,8.33,,,
2020/10/30,5:00:06,Nmcu-N_b3-Tem-Press-Lig,,30.83,,1025.37,8.33,,,
2020/10/30,5:10:05,Nmcu-N_b3-Tem-Press-Lig,,28.73,,1025.45,7.5,,,
2020/10/30,5:10:06,Nmcu-N_b3-Tem-Press-Lig,,28.71,,1025.42,7.5,,,
2020/10/30,5:20:04,Nmcu-N_b3-Tem-Press-Lig,,27.84,,1025.47,7.5,,,
2020/10/30,5:20:06,Nmcu-N_b3-Tem-Press-Lig,,27.84,,1025.45,7.5,,,
2020/10/30,5:30:06,Nmcu-N_b3-Tem-Press-Lig,,29.3,,1025.51,7.5,,,
2020/10/30,5:40:05,Nmcu-N_b3-Tem-Press-Lig,,30.02,,1025.54,8.33,,,
2020/10/30,5:50:04,Nmcu-N_b3-Tem-Press-Lig,,30,,1025.68,8.33,,,
2020/10/30,5:50:06,Nmcu-N_b3-Tem-Press-Lig,,30,,1025.67,7.5,,,
2020/10/30,6:00:07,Nmcu-N_b3-Tem-Press-Lig,,28.74,,1025.86,7.5,,,
2020/10/30,6:10:06,Nmcu-N_b3-Tem-Press-Lig,,28.12,,1025.87,8.33,,,
2020/10/30,6:10:08,Nmcu-N_b3-Tem-Press-Lig,,28.12,,1025.87,10.83,,,
2020/10/30,6:20:05,Nmcu-N_b3-Tem-Press-Lig,,27.82,,1025.96,10.83,,,
2020/10/30,6:20:08,Nmcu-N_b3-Tem-Press-Lig,,27.82,,1025.95,15.83,,,
2020/10/30,6:30:06,Nmcu-N_b3-Tem-Press-Lig,,26.98,,1025.99,15.83,,,
2020/10/30,6:40:06,Nmcu-N_b3-Tem-Press-Lig,,26.66,,1026.07,21.67,,,
2020/10/30,6:40:06,Nmcu-N_b3-Tem-Press-Lig,,26.63,,1026.03,34.17,,,
2020/10/30,6:50:04,Nmcu-N_b3-Tem-Press-Lig,,26.47,,1026.22,34.17,,,
2020/10/30,6:50:05,Nmcu-N_b3-Tem-Press-Lig,,26.48,,1026.19,42.5,,,
2020/10/30,7:00:06,Nmcu-N_b3-Tem-Press-Lig,,26.29,,1026.24,42.5,,,
2020/10/30,7:10:06,Nmcu-N_b3-Tem-Press-Lig,,25.84,,1026.27,61.67,,,
2020/10/30,7:10:08,Nmcu-N_b3-Tem-Press-Lig,,25.84,,1026.27,74.17,,,
2020/10/30,7:20:04,Nmcu-N_b3-Tem-Press-Lig,,26.06,,1026.38,74.17,,,
2020/10/30,7:20:07,Nmcu-N_b3-Tem-Press-Lig,,26.06,,1026.36,85,,,
2020/10/30,7:30:06,Nmcu-N_b3-Tem-Press-Lig,,26.01,,1026.52,85,,,
2020/10/30,7:40:04,Nmcu-N_b3-Tem-Press-Lig,,26.03,,1026.58,96.67,,,
2020/10/30,7:40:06,Nmcu-N_b3-Tem-Press-Lig,,26.05,,1026.59,104.17,,,
2020/10/30,7:50:05,Nmcu-N_b3-Tem-Press-Lig,,25.73,,1026.69,103.33,,,
2020/10/30,7:50:08,Nmcu-N_b3-Tem-Press-Lig,,25.73,,1026.69,106.67,,,
2020/10/30,8:00:05,Nmcu-N_b3-Tem-Press-Lig,,25.49,,1026.79,106.67,,,
2020/10/30,8:10:05,Nmcu-N_b3-Tem-Press-Lig,,25.37,,1026.92,131.67,,,
2020/10/30,8:10:05,Nmcu-N_b3-Tem-Press-Lig,,25.37,,1026.91,131.67,,,
2020/10/30,8:20:05,Nmcu-N_b3-Tem-Press-Lig,,25.27,,1027.08,131.67,,,
2020/10/30,8:20:07,Nmcu-N_b3-Tem-Press-Lig,,25.27,,1027.1,138.33,,,
2020/10/30,8:30:05,Nmcu-N_b3-Tem-Press-Lig,,25.41,,1027.16,138.33,,,
2020/10/30,8:40:04,Nmcu-N_b3-Tem-Press-Lig,,24.96,,1027.1,146.67,,,
2020/10/30,8:40:06,Nmcu-N_b3-Tem-Press-Lig,,24.98,,1027.13,153.33,,,
2020/10/30,8:50:04,Nmcu-N_b3-Tem-Press-Lig,,24.92,,1027.14,153.33,,,
2020/10/30,8:50:06,Nmcu-N_b3-Tem-Press-Lig,,24.92,,1027.15,159.17,,,
2020/10/30,9:00:06,Nmcu-N_b3-Tem-Press-Lig,,24.99,,1027.14,158.33,,,
2020/10/30,9:10:06,Nmcu-N_b3-Tem-Press-Lig,,25.27,,1027.21,164.17,,,
2020/10/30,9:10:08,Nmcu-N_b3-Tem-Press-Lig,,25.26,,1027.18,168.33,,,
2020/10/30,9:20:04,Nmcu-N_b3-Tem-Press-Lig,,25.2,,1027.08,168.33,,,
2020/10/30,9:20:06,Nmcu-N_b3-Tem-Press-Lig,,25.22,,1027.1,164.17,,,
2020/10/30,9:30:06,Nmcu-N_b3-Tem-Press-Lig,,25.23,,1027.06,164.17,,,
2020/10/30,9:40:04,Nmcu-N_b3-Tem-Press-Lig,,25.6,,1027.11,175,,,
2020/10/30,9:40:06,Nmcu-N_b3-Tem-Press-Lig,,25.58,,1027.09,180.83,,,
2020/10/30,9:50:04,Nmcu-N_b3-Tem-Press-Lig,,25.46,,1027.12,181.67,,,
2020/10/30,9:50:06,Nmcu-N_b3-Tem-Press-Lig,,25.42,,1027.05,182.5,,,
2020/10/30,10:00:06,Nmcu-N_b3-Tem-Press-Lig,,25.09,,1026.97,181.67,,,
2020/10/30,10:10:05,Nmcu-N_b3-Tem-Press-Lig,,25.54,,1026.9,162.5,,,
2020/10/30,10:10:07,Nmcu-N_b3-Tem-Press-Lig,,25.54,,1026.91,180.83,,,
2020/10/30,10:19:57,Nmcu-N_b3-Tem-Press-Lig,,25.71,,1026.84,181.67,,,
2020/10/30,10:19:58,Nmcu-N_b3-Tem-Press-Lig,,25.7,,1026.84,180.83,,,
2020/10/30,10:29:57,Nmcu-N_b3-Tem-Press-Lig,,25.28,,1026.79,182.5,,,
2020/10/30,10:39:57,Nmcu-N_b3-Tem-Press-Lig,,25.43,,1026.55,182.5,,,
2020/10/30,10:40:01,Nmcu-N_b3-Tem-Press-Lig,,25.47,,1026.64,182.5,,,
2020/10/30,10:49:57,Nmcu-N_b3-Tem-Press-Lig,,25.25,,1026.6,183.33,,,
2020/10/30,10:49:58,Nmcu-N_b3-Tem-Press-Lig,,25.27,,1026.62,185,,,
2020/10/30,10:59:57,Nmcu-N_b3-Tem-Press-Lig,,25.33,,1026.48,183.33,,,
2020/10/30,10:59:58,Nmcu-N_b3-Tem-Press-Lig,,25.34,,1026.47,183.33,,,
2020/10/30,11:09:58,Nmcu-N_b3-Tem-Press-Lig,,25.63,,1026.39,183.33,,,
2020/10/30,11:19:57,Nmcu-N_b3-Tem-Press-Lig,,25.2,,1026.23,183.33,,,
2020/10/30,11:19:58,Nmcu-N_b3-Tem-Press-Lig,,25.19,,1026.2,180,,,
2020/10/30,11:29:57,Nmcu-N_b3-Tem-Press-Lig,,25.58,,1026.07,173.33,,,
2020/10/30,11:29:58,Nmcu-N_b3-Tem-Press-Lig,,25.57,,1026.07,186.67,,,
2020/10/30,11:39:57,Nmcu-N_b3-Tem-Press-Lig,,25.68,,1025.93,186.67,,,
2020/10/30,11:49:57,Nmcu-N_b3-Tem-Press-Lig,,25.58,,1025.73,186.67,,,
2020/10/30,11:49:58,Nmcu-N_b3-Tem-Press-Lig,,25.56,,1025.73,195.83,,,
2020/10/30,11:59:57,Nmcu-N_b3-Tem-Press-Lig,,25.26,,1025.58,195.83,,,
2020/10/30,11:59:58,Nmcu-N_b3-Tem-Press-Lig,,25.21,,1025.51,196.67,,,
2020/10/30,12:09:57,Nmcu-N_b3-Tem-Press-Lig,,25.79,,1025.39,196.67,,,
2020/10/30,12:20:41,Nmcu-N_b3-Tem-Press-Lig,,25.03,,1025.17,170.83,,,
2020/10/30,12:29:59,Nmcu-N_b3-Tem-Press-Lig,,25.74,,1025.04,155.83,,,
2020/10/30,12:39:57,Nmcu-N_b3-Tem-Press-Lig,,25.84,,1024.93,144.17,,,
2020/10/30,12:39:58,Nmcu-N_b3-Tem-Press-Lig,,25.84,,1024.93,175.83,,,
2020/10/30,12:49:58,Nmcu-N_b3-Tem-Press-Lig,,25.83,,1024.83,176.67,,,
2020/10/30,12:59:57,Nmcu-N_b3-Tem-Press-Lig,,26,,1024.69,143.33,,,
2020/10/30,12:59:58,Nmcu-N_b3-Tem-Press-Lig,,26,,1024.65,106.67,,,
2020/10/30,13:09:57,Nmcu-N_b3-Tem-Press-Lig,,25.69,,1024.51,115,,,
2020/10/30,13:09:58,Nmcu-N_b3-Tem-Press-Lig,,25.66,,1024.47,176.67,,,
2020/10/30,13:19:59,Nmcu-N_b3-Tem-Press-Lig,,26.02,,1024.41,146.67,,,
2020/10/30,13:49:57,Nmcu-N_b3-Tem-Press-Lig,,25.28,,1024.15,175,,,
2020/10/30,13:49:58,Nmcu-N_b3-Tem-Press-Lig,,25.27,,1024.13,182.5,,,
2020/10/30,13:59:57,Nmcu-N_b3-Tem-Press-Lig,,25.49,,1024.11,181.67,,,
2020/10/30,13:59:58,Nmcu-N_b3-Tem-Press-Lig,,25.49,,1024.11,160,,,
2020/10/30,14:09:58,Nmcu-N_b3-Tem-Press-Lig,,25.69,,1024.01,160.83,,,
2020/10/30,14:19:59,Nmcu-N_b3-Tem-Press-Lig,,25.43,,1024.01,147.5,,,
2020/10/30,14:20:00,Nmcu-N_b3-Tem-Press-Lig,,25.43,,1024,160,,,
2020/10/30,14:29:59,Nmcu-N_b3-Tem-Press-Lig,,25.85,,1023.96,134.17,,,
2020/10/30,14:30:01,Nmcu-N_b3-Tem-Press-Lig,,25.85,,1023.97,124.17,,,
2020/10/30,14:39:57,Nmcu-N_b3-Tem-Press-Lig,,24.98,,1024.01,127.5,,,
2020/10/30,14:39:59,Nmcu-N_b3-Tem-Press-Lig,,24.94,,1023.97,141.67,,,
2020/10/30,14:49:57,Nmcu-N_b3-Tem-Press-Lig,,25.04,,1024.09,143.33,,,
2020/10/30,14:49:59,Nmcu-N_b3-Tem-Press-Lig,,25.01,,1024.07,115.83,,,
2020/10/30,14:59:58,Nmcu-N_b3-Tem-Press-Lig,,25.14,,1024.08,117.5,,,
2020/10/30,15:09:59,Nmcu-N_b3-Tem-Press-Lig,,25.06,,1024.13,150.83,,,
2020/10/30,15:10:00,Nmcu-N_b3-Tem-Press-Lig,,25.06,,1024.08,159.17,,,
2020/10/30,15:19:57,Nmcu-N_b3-Tem-Press-Lig,,25.34,,1024.2,137.5,,,
2020/10/30,15:19:59,Nmcu-N_b3-Tem-Press-Lig,,25.34,,1024.21,125,,,
2020/10/30,15:30:00,Nmcu-N_b3-Tem-Press-Lig,,25.12,,1024.12,120.83,,,
2020/10/30,15:40:00,Nmcu-N_b3-Tem-Press-Lig,,25.61,,1024.23,146.67,,,
2020/10/30,15:49:58,Nmcu-N_b3-Tem-Press-Lig,,25.78,,1024.28,113.33,,,
2020/10/30,15:50:01,Nmcu-N_b3-Tem-Press-Lig,,25.77,,1024.22,132.5,,,
2020/10/30,16:00:01,Nmcu-N_b3-Tem-Press-Lig,,25.81,,1024.23,120.83,,,
2020/10/30,16:09:58,Nmcu-N_b3-Tem-Press-Lig,,25.6,,1024.3,90.83,,,
2020/10/30,16:19:57,Nmcu-N_b3-Tem-Press-Lig,,25.93,,1024.34,110.83,,,
2020/10/30,16:19:58,Nmcu-N_b3-Tem-Press-Lig,,25.94,,1024.33,66.67,,,
2020/10/30,16:29:58,Nmcu-N_b3-Tem-Press-Lig,,25.85,,1024.4,63.33,,,
2020/10/30,16:30:00,Nmcu-N_b3-Tem-Press-Lig,,25.85,,1024.37,60,,,
2020/10/30,16:40:01,Nmcu-N_b3-Tem-Press-Lig,,25.71,,1024.46,65.83,,,
2020/10/30,16:50:00,Nmcu-N_b3-Tem-Press-Lig,,25.67,,1024.51,66.67,,,
2020/10/30,16:50:02,Nmcu-N_b3-Tem-Press-Lig,,25.66,,1024.51,66.67,,,
2020/10/30,16:59:58,Nmcu-N_b3-Tem-Press-Lig,,25.46,,1024.52,66.67,,,
2020/10/30,17:00:01,Nmcu-N_b3-Tem-Press-Lig,,25.46,,1024.53,48.33,,,
2020/10/30,17:09:57,Nmcu-N_b3-Tem-Press-Lig,,25.56,,1024.6,48.33,,,
2020/10/30,17:19:58,Nmcu-N_b3-Tem-Press-Lig,,25.58,,1024.6,38.33,,,
2020/10/30,17:19:59,Nmcu-N_b3-Tem-Press-Lig,,25.59,,1024.63,46.67,,,
2020/10/30,17:29:57,Nmcu-N_b3-Tem-Press-Lig,,25.73,,1024.69,46.67,,,
2020/10/30,17:29:58,Nmcu-N_b3-Tem-Press-Lig,,25.73,,1024.67,42.5,,,
2020/10/30,17:39:58,Nmcu-N_b3-Tem-Press-Lig,,25.77,,1024.83,42.5,,,
2020/10/30,17:49:58,Nmcu-N_b3-Tem-Press-Lig,,25.59,,1024.86,42.5,,,
2020/10/30,17:59:56,Nmcu-N_b3-Tem-Press-Lig,,25.52,,1024.92,42.5,,,
2020/10/30,17:59:58,Nmcu-N_b3-Tem-Press-Lig,,25.54,,1024.93,43.33,,,
