2020/10/29,15:10:05,Nmcu-N_b2-Tem-Press-Lig,,25.9,,1024.32,220,,,
2020/10/29,15:20:04,Nmcu-N_b2-Tem-Press-Lig,,26.53,,1024.32,159.17,,,
2020/10/29,16:10:04,Nmcu-N_b2-Tem-Press-Lig,,25.53,,1024.75,164.17,,,
2020/10/29,16:10:06,Nmcu-N_b2-Tem-Press-Lig,,25.54,,1024.76,155.83,,,
2020/10/29,16:20:06,Nmcu-N_b2-Tem-Press-Lig,,25.46,,1024.71,155,,,
2020/10/29,16:30:04,Nmcu-N_b2-Tem-Press-Lig,,25.35,,1024.84,143.33,,,
2020/10/29,16:30:06,Nmcu-N_b2-Tem-Press-Lig,,25.34,,1024.8,77.5,,,
2020/10/29,16:40:04,Nmcu-N_b2-Tem-Press-Lig,,25.35,,1024.81,23.33,,,
2020/10/29,16:40:05,Nmcu-N_b2-Tem-Press-Lig,,25.35,,1024.83,76.67,,,
2020/10/29,16:50:07,Nmcu-N_b2-Tem-Press-Lig,,25.06,,1024.96,76.67,,,
2020/10/29,17:00:05,Nmcu-N_b2-Tem-Press-Lig,,26.15,,1024.92,56.67,,,
2020/10/29,17:10:05,Nmcu-N_b2-Tem-Press-Lig,,25.92,,1025,34.17,,,
2020/10/29,17:20:05,Nmcu-N_b2-Tem-Press-Lig,,25.92,,1025.13,46.67,,,
2020/10/29,17:30:04,Nmcu-N_b2-Tem-Press-Lig,,26.05,,1025.21,42.5,,,
2020/10/29,17:30:05,Nmcu-N_b2-Tem-Press-Lig,,26.06,,1025.23,39.17,,,
2020/10/29,17:40:05,Nmcu-N_b2-Tem-Press-Lig,,25.79,,1025.32,39.17,,,
2020/10/29,17:50:04,Nmcu-N_b2-Tem-Press-Lig,,25.15,,1025.36,41.67,,,
2020/10/29,17:50:07,Nmcu-N_b2-Tem-Press-Lig,,25.14,,1025.38,41.67,,,
2020/10/29,18:00:04,Nmcu-N_b2-Tem-Press-Lig,,25.41,,1025.46,41.67,,,
2020/10/29,18:00:08,Nmcu-N_b2-Tem-Press-Lig,,25.42,,1025.47,41.67,,,
